,Content,quality,smell,shipping,packing,price,others,processed_content
14838,"sử dụng da lên nám, không hợp",0.0,,,,,,sử_dụng da lên nám không hợp
6488,dung oki phù hợp vs da dầu cũng như ai có làn da này nọ,1.0,,,,,,dung oki phù_hợp vs da_dầu cũng như_ai có làn da này_nọ
10145,"Đã mua rất nhiều lần cho mẹ dùng, rửa xong mặt ẩm không bị khô da",2.0,,,,,,đã mua rất nhiều lần cho mẹ dùng rửa xong mặt ẩm không bị khô da
7154,"Tiki giao hàng nhanh, thái độ của nhân viên giao hàng cực kì tốt. Hàng nhận đúng như hình. Sẽ tiếp tục ủng hộ TiKi.",,,2.0,,,,tiki giao hàng nhanh thái_độ của nhân_viên giao hàng cực_kì tốt hàng nhận đúng như hình sẽ tiếp_tục ủng_hộ tiki
14969,đóng gói sản phẩm chắc chắngiai nhàng nhanhsản phẩm tin dùng đã dùng nhiều năm nay,2.0,,2.0,2.0,,,đóng_gói sản_phẩm chắc chắngiai nhàng nhanhsản phẩm tin_dùng đã dùng nhiều năm nay
6610,"Giao hàng nhanh trong mùa dịch, 3 ngày là nhận được hàng. Đóng gói cẩn thận",,,2.0,2.0,,,giao hàng nhanh trong mùa dịch 3 ngày là nhận được hàng đóng_gói cẩn_thận
10902,chai nhỏ xinh dùng thử lần đầu ship giao hàng nhanh,,,2.0,,,2.0,chai nhỏ xinh dùng thử lần đầu ship giao hàng nhanh
13837,đóng gói sản phẩm cẩn thận hộp có hơi móp nhẹ sản phẩm mới dùng được hai ngày nên chưa thể nói rõ dc dùng tạm ổn,1.0,,,2.0,,,đóng_gói sản_phẩm cẩn_thận hộp có hơi móp nhẹ sản_phẩm mới dùng được hai ngày nên chưa_thể nói rõ dc dùng tạm ổn
12974,"Như kiểu tẩy TBC vậy, sau khi rửa mặt mình láng hẳn sờ rất thích ?",2.0,,,,,,như kiểu tẩy tbc vậy sau khi rửa mặt mình láng hẳn sờ rất thích
4349,dùng cực kỳ thích cấp ẩm siêu đã luôn xài chắc chai n của hãng r rất ưng ý cả nhà mình mấy mẹ con đều xài hình ảnh manh tính chất minh hoac mọi lần shop đóng gói kỹ mà đợt này đóng hơi ẩu,2.0,,,2.0,,,dùng cực_kỳ thích cấp ẩm siêu đã luôn xài chắc chai n của hãng r rất ưng_ý cả nhà mình mấy mẹ_con đều xài hình_ảnh manh tính_chất minh hoac mọi lần shop đóng_gói kỹ mà đợt này đóng hơi ẩu
1884,đã nhận được hàng bên nhà vận chuyển nó vứt hàng của khách đến méo cả hộp đến nắp của nước tẩy trang nó mở ra luôn hên là ko đổ nhiều sợ thật sự,,,0.0,0.0,,,đã nhận được hàng bên nhà vận_chuyển nó vứt hàng của khách đến méo cả hộp đến nắp của nước tẩy_trang nó mở ra luôn hên là ko đổ nhiều sợ thật_sự
13064,đúng mô tả sữa rửa mặt chưa sử dụng nên chưa có cảm nhận j tẩy trang thì okw,1.0,,,,,2.0,đúng mô_tả sữa rửa mặt chưa sử_dụng nên chưa có cảm_nhận j tẩy_trang thì okw
2494,dùng lần đou thì thấy mìn mịn thích thích nhưng lâu dài ko bt có giảm mụn sáng đã hơn ko ship nhanh shop cute ạ,2.0,,2.0,,,,dùng lần đou thì thấy mìn mịn thích thích nhưng lâu_dài ko bt có giảm mụn sáng đã hơn ko ship nhanh shop cute ạ
5947,"Srm này dùng rất thích, chỉ cần 1 lượng nhỏ là có thể tạo bọt được nguyên mặt r. Mà mình bị giao thiếu quà KM phản hồi vs tiki thì đc tiki xin lỗi bảo sẽ gửi hàng vào 3-4 ngày nữa yậy mà ngày hôm sau đã nhận được rồicon2 đc tặng voucher 10% nữa :(((( huhu cưng gh, yêu tiki nhiều",2.0,,,,,2.0,srm này dùng rất thích chỉ cần 1 lượng nhỏ là có_thể tạo bọt được nguyên mặt r mà mình bị giao thiếu quà km phản_hồi vs tiki thì đc tiki xin_lỗi bảo sẽ gửi hàng vào 3 4 ngày nữa yậy mà ngày hôm sau đã nhận được rồicon2 đc tặng voucher 10 nữa huhu cưng gh yêu tiki nhiều
3036,sản phẩm rất tốt. giá lại phải chăng. thanks tiki,2.0,,,,2.0,,sản_phẩm rất tốt giá lại phải_chăng thanks tiki
5777,đóng gói hàng cẩn thận giao hàng nhanh chất lượng không có gì để chê,,,2.0,2.0,,,đóng_gói hàng cẩn_thận giao hàng nhanh chất_lượng không có gì để chê
11795,đợt này shop đóng gói rất kỹ luôn đảm bảo hàng ko bị bóp méo hay chảy nước lần thứ 3 mình mua hàng của shop rồi sp dùng tốt,2.0,,,2.0,,,đợt này shop đóng_gói rất kỹ luôn đảm_bảo hàng ko bị bóp_méo hay chảy nước lần thứ 3 mình mua hàng của shop rồi sp dùng tốt
845,"Mình thích trà xanh hơn gạo, về cơ bản thì hài lòng.",2.0,,,,,,mình thích trà xanh hơn gạo về cơ_bản thì hài_lòng
8734,"Mùi thơm, lọ to khụng khịnh@@ chưa dùng nên chưa nx đc",,2.0,,,,2.0,mùi thơm lọ to khụng khịnh chưa dùng nên chưa nx đc
11916,bảo bì đíng gói nhìp rất cute chưa sử dụng nên chưa bt màu xanh nhìn cũng xinh nữa mua sát têtd nên shop tặng cả lì xì,,,,2.0,,2.0,bảo bì đíng gói nhìp rất cute chưa sử_dụng nên chưa bt màu xanh nhìn cũng xinh nữa mua sát têtd nên shop tặng cả lì_xì
11871,Ok hài lòng sẽ ủng hộ lần sau nếu cần mua a,,,,,,2.0,ok hài_lòng sẽ ủng_hộ lần sau nếu cần mua a
7967,"gel rửa mặt của la roche-posay dịu nhẹ, chất gel màu trắng trong, đánh không bị lên nhiều bọt quá, rửa xong không bị quá căng khô rít gì cả, độ sạch cũng vừa phải, dù sao có kem chống nắng thì cứ nên double cleansing.",1.0,,,,,1.0,gel rửa mặt của la roche posay dịu nhẹ chất gel màu trắng trong đánh không bị lên nhiều bọt quá rửa xong không bị quá căng khô rít gì cả độ sạch cũng vừa_phải dù_sao có kem chống nắng thì cứ nên double cleansing
12815,đơn hàng của mình đặt gần 700k và trả trước qua shopeepay mà lúc ship đến tay bẹp dí bẩn kinh khủng có dấu hiệu bị rạch kiểm tra may hàng ko sao đơn hàng giá trị lớn mà shop gói tệ lắm rất không hài lòng,,,0.0,0.0,,0.0,đơn hàng của mình đặt gần 700k và trả trước qua shopeepay mà lúc ship đến tay bẹp dí bẩn kinh_khủng có dấu_hiệu bị rạch kiểm_tra may hàng ko sao đơn hàng giá_trị lớn mà shop gói tệ lắm rất không hài_lòng
7340,"bình thường tui cho 5sao nhưng lần này ship hàng chụp hình lúc nhận hàng của tui xấu quá 
chứ hàng thì ok nha",,,0.0,,,,bình_thường tui cho 5sao nhưng lần này ship hàng chụp hình lúc nhận hàng của tui xấu quá chứ hàng thì ok nha
13620,"sữa rửa mặt Ko có bọt, dùng xong không khô da, Ko có mùi, rửa nhẹ da cảm giác sạch dùng thích lắm",2.0,1.0,,,,,sữa rửa mặt ko có bọt dùng xong không khô da ko có mùi rửa nhẹ da cảm_giác sạch dùng thích lắm
12492,chất lượng sp tuyệt vời công dụng khỏi phải nói giao hàng nhanh đóng gói cẩn thận,2.0,,2.0,2.0,,,chất_lượng sp tuyệt_vời công_dụng khỏi_phải_nói giao hàng nhanh đóng_gói cẩn_thận
7137,đóng gói kĩ càng luôn đồng hành cũng với hãng là sản phẩm tin tưởng,,,,2.0,,,đóng_gói kĩ_càng luôn đồng_hành cũng với hãng là sản_phẩm tin_tưởng
2964,chất lượng của cerave đối với mình thì rất ok shop nhiệt tình trả lời tin nhắn nhanh lắm đóng gói rất cẩn thận mua sale đc tặng 5 6 thứ,2.0,,2.0,2.0,,,chất_lượng của cerave đối_với mình thì rất ok shop nhiệt_tình trả_lời tin nhắn nhanh lắm đóng_gói rất cẩn_thận mua sale đc tặng 5 6 thứ
2529,"- sau khi mua hàng xong thì shop mới có trương trình tặng quà
- tiền ship quá đắt",,,0.0,,,0.0,sau khi mua hàng xong thì shop mới có trương trình tặng quà tiền ship quá đắt
5772,gel rửa mặt cosrx tràm trà 0 5% bha,2.0,,,,,,gel rửa mặt cosrx tràm trà 0 5 bha
1048,đóng gói đẹp đã dùng và đặt lại canh sale nên được giảm nhiều nên mua,,,,2.0,,,đóng_gói đẹp đã dùng và đặt lại canh sale nên được giảm nhiều nên mua
7045,đóng gói chắc chắn dùng khá ổn nhân tiện giảm giá mua luôn 2 tuýp dùng dần,1.0,,,2.0,2.0,,đóng_gói chắc_chắn dùng khá ổn nhân_tiện giảm_giá mua luôn 2 tuýp dùng dần
1960,"sản phẩm ổn, dùng không kích ứng da, dịu nhẹ.",2.0,,,,,,sa n phâ m ô n du ng không ki ch ư ng da di u nhe
2530,chai này chai thứ 3 rồi mua từ bên hàn nên khá yên tâm săn sale giá 88k cũng ổn,,,,,2.0,,chai này chai thứ 3 rồi mua từ bên hàn nên khá yên_tâm săn sale giá 88k cũng ổn
11138,đóng gói sản phẩm chỉnh chu đúng sản phẩmmn nên mua nha rẻ mà làm sạch rất tốt,2.0,,,2.0,2.0,2.0,đóng_gói sản_phẩm chỉnh chu đúng sản phẩmmn nên mua nha rẻ mà làm sạch rất tốt
8429,"đã mua lần 2 sp này
srm dùng tốt rửa xog có cảm giác ẩm mềm da 
nên mua nha",2.0,,,,,,đã mua lần 2 sp này srm dùng tốt rửa xog có cảm_giác ẩm mềm da nên mua nha
4917,"chai bé bé nhìn cưng lắm nghe ủng hộ hàng việt 
tiện thể em bán đồ tập gym yoga bạn nào có nhu cầu ghé shop em nhé",,,,,,2.0,chai bé bé nhìn cưng lắm nghe ủng_hộ hàng việt tiện_thể em bán đồ tập gym yoga bạn nào có nhu_cầu ghé shop em nhé
9325,Dùng chất lượng tốt mà chính hãng,2.0,,,,,2.0,dùng chất_lượng tốt mà chính hãng
5901,dùng thích lắm nhaaaa ai hay make up dùng này vẫn okkkk lắm á,2.0,,,,,,dùng thích lắm nhaaaa ai hay make up dùng này vẫn okkkk lắm á
8286,"Giao hàng nhanh,tuyệt",,,2.0,,,,giao hàng nhanh tuyệt
4259,"Srm yêu thích lâu nay, nhưng giá tăng lên nhiều r, xưa săn sale chỉ tầm 50k thui",2.0,,,,1.0,,srm yêu thích lâu_nay nhưng giá tăng lên nhiều r xưa săn sale chỉ tầm 50k thui
12949,rất hài lòng về sản phẩm nhưng không biết lí do vì sao mình đặt bảo là tặng lưới tạo bọt :) và mình cũng thấy rất nhiều bạn nhận được nhưng mình thì không :) lần đầu tiên thấy tiki bị kì :),,,,,,0.0,rất hài_lòng về sản_phẩm nhưng không biết lí_do vì sao mình đặt bảo là tặng lưới tạo bọt và mình cũng thấy rất nhiều bạn nhận được nhưng mình thì không lần đầu_tiên thấy tiki bị kì
14074,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp và chắc chắn,2.0,,,2.0,,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp và chắc_chắn
5656,"đã sài rồi dùng rất thích nó giúp cải thiện trình trạng mụn cho dầu rất nhiều không gây bít tắt lỗ chân lông
sản phẩm trên cả tuyệt vời",2.0,,,,,,đã sài rồi dùng rất thích nó giúp cải_thiện trình trạng mụn cho dầu rất nhiều không gây bít tắt lỗ_chân_lông sản_phẩm trên cả tuyệt_vời
6097,đã dùng hãng này từ lâu lắm rồi vừa rẻ lại không gây khô da săn được giá tốt giao hàng nhanh đóng gói ok hình ảnh mang tính chất minh họa,2.0,,2.0,2.0,2.0,,đã dùng hãng này từ lâu lắm rồi vừa rẻ lại không gây khô da săn được giá tốt giao hàng nhanh đóng_gói ok hình_ảnh mang tính_chất minh_hoạ
5907,"Mình bị mụn đầu đen mọc quanh mũi. Cứ hàng tuần lại lên rất khó chịu, dùng em này chỉ để rửa mặt và ngừa các loại mụn khác thôi chứ mụn đầu đen phải dùng cây nặn mụn cấy lên chứ không ăn thua.",1.0,,,,,,mình bị mụn đầu đen mọc quanh mũi cứ hàng tuần lại lên rất khó_chịu dùng em này chỉ để rửa mặt và ngừa các loại mụn khác thôi chứ mụn đầu đen phải dùng cây nặn mụn cấy lên chứ không ăn_thua
7373,đã nhận được hàng thời gian giao hàng nhanh chất lượng sản phẩm tốt,2.0,,2.0,,,,đã nhận được hàng thời_gian giao hàng nhanh chất_lượng sản_phẩm tốt
2978,"rửa xong da rất khô. mình xài 1 tháng , ngày rửa 2 lần sáng tối. da mọc mụn ẩn cả mặt",0.0,,,,,,rửa xong da rất khô mình xài 1 tháng_ngày rửa 2 lần sáng tối da mọc mụn ẩn cả mặt
13397,"giao hàng nhanh và rất là lịch sự, mùi thơm cực dễ chịu, hàng mỹ ?,nó có những hạt cát mịn dễ lấy đi mụn, sau khi rửa mặt rất láng và hay cái là ko bị khô da,nói chung ai phân vân thì nên mua ,mình hài lòng sdp này ?",,2.0,2.0,,,2.0,giao hàng nhanh và rất là lịch_sự mùi thơm cực dễ_chịu hàng mỹ nó có những hạt cát mịn dễ lấy đi mụn sau khi rửa mặt rất láng và hay cái là ko bị khô da nói_chung ai phân_vân thì nên mua mình hài_lòng sdp này
14066,đóng gói cẩn thận giao hàng nhanh dạng sữa trong mk đã dùng loại này nhiều rồi tốt nha mn,2.0,,2.0,2.0,,,đóng_gói cẩn_thận giao hàng nhanh dạng sữa trong mk đã dùng loại này nhiều rồi tốt nha mn
6721,mình dùng chai thứ 2 òi thích lắm,2.0,,,,,,mình dùng chai thứ 2 òi thích lắm
7842,"giao hàng nhanh, srm dịu nhẹ",1.0,,2.0,,,,giao hàng nhanh srm dịu nhẹ
8264,đóng gói kĩ cànggiao hàng nhansp chính hãng ?,,,2.0,2.0,,2.0,đóng_gói kĩ cànggiao hàng nhansp chính hãng
13266,đã sử dụng sản phẩm nhiều lần thích hợp cho da mụn,2.0,,,,,,đã sử_dụng sản_phẩm nhiều lần thích_hợp cho da mụn
12111,đóng gói kĩ mùi dịu nhẹ mình mua theo review thấy sạch hơn chai simple cũ của mình,2.0,2.0,,2.0,,,đóng_gói kĩ mùi dịu nhẹ mình mua theo review thấy sạch hơn chai simple cũ của mình
3138,"Về sp không vấn đề vì sử dụng rất lấu rồi, nhưng cách đóng gói có vấn đề, đề nghị xem lại.",,,,0.0,,1.0,về sp không vấn_đề vì sử_dụng rất lấu rồi nhưng cách đóng_gói có vấn_đề đề_nghị xem_lại
8325,dùng nhiều chai rồi làm sạch vừa đủ có hạt nhỏ tẩy da chết da,2.0,,,,,,dùng nhiều chai rồi làm sạch vừa đủ có hạt nhỏ tẩy da chết da
15005,da dầu và mụn dùng này rất tốt kiềm dầu và giảm mụn nhiều lắm ạ mình dùng bn loại sưa rua mặt vẫn thích nhất loại này ạ,2.0,,,,,,da_dầu và mụn dùng này rất tốt kiềm dầu và giảm mụn nhiều lắm ạ mình dùng bn loại sưa rua mặt vẫn thích nhất loại này ạ
12265,dù dịch bệnh nhưng đóng gói và giao hàng vẫn khá nhanh đã dùng kit ưng nên mua full sz mall nên rất tin tưởng về chất lượng tks,2.0,,2.0,2.0,,,dù dịch_bệnh nhưng đóng_gói và giao hàng vẫn khá nhanh đã dùng kit ưng nên mua full sz mall nên rất tin_tưởng về chất_lượng tks
13957,da mình khô và nhạy cảm dùng 1 thời gian thấy da mềm ẩm hơn nhưng lại bị nổi mụn. mặt mình rất ít khi có mụn nhưng da không hợp với loại này nên bị mụn nho nhỏ hơi nhiều,1.0,,,,,,da mình khô và nhạy_cảm dùng 1 thời_gian thấy da mềm ẩm hơn nhưng lại bị nổi mụn mặt mình rất ít khi có mụn nhưng da không hợp với loại này nên bị mụn nho_nhỏ hơi nhiều
11421,đóng gói sản phẩm chắc chắn giao hàng nhanh chất lượng tốt sẽ ủng hộ những lần sau,2.0,,2.0,2.0,,,đóng_gói sản_phẩm chắc_chắn giao hàng nhanh chất_lượng tốt sẽ ủng_hộ những lần sau
1826,chất lượng hàng tặng chuẩn chất lượng ạ a từ đâu bước đến nơi đây,2.0,,,,,,chất_lượng hàng tặng chuẩn chất_lượng ạ a từ đâu bước đến_nơi đây
5548,gel rửa mswtj chưa dùng nhưng đóng gói cẩn thận shop uy tín cjo shop 5 sao,,,,2.0,,,gel rửa mswtj chưa dùng nhưng đóng_gói cẩn_thận shop uy_tín cjo shop 5 sao
8785,cảm ơn shop đã đóng gói hàng kỹ lưỡng và giao nhanh chóng cho mình nhé mua lần này là tuýp thứ mấy òi sữa rửa mặt thì quá là okela rồi dễ chịu ko gây khô căng da nhưng vẫn rất sạch và mướt nha thanks,2.0,,2.0,2.0,,,cảm_ơn shop đã đóng_gói hàng kỹ_lưỡng và giao nhanh_chóng cho mình nhé mua lần này là tuýp thứ mấy òi sữa rửa mặt thì quá là okela rồi dễ_chịu ko gây khô căng da nhưng vẫn rất sạch và mướt nha thanks
10917,Lúc nhận đc sản phẩm có rỉ ra nc rửa mặt quanh chai cầm nhớt nhớt đề nghị shop có thể đóng gói hay kt sp kĩ hơn,,,,0.0,,,lúc nhận đc sản_phẩm có rỉ ra nc rửa mặt quanh chai cầm nhớt nhớt đề_nghị shop có_thể đóng_gói hay kt sp kĩ hơn
560,"Tiki giao hàng không đúng thời gian cam kết, dịch vụ giao hàng rất tệ !",,,0.0,,,0.0,tiki giao hàng không đúng thời_gian cam_kết dịch_vụ giao hàng rất tệ
13321,"Một năm gần đây mình chỉ dùng dòng này, rất dịu nhẹ, thấy da ko bị khô và cũng đỡ mụn. Tiki giao hàng nhanh, rất hài lòng.",2.0,,,,,,một năm gần đây mình chỉ dùng dòng này rất dịu nhẹ thấy da ko bị khô và cũng đỡ mụn tiki giao hàng nhanh rất hài_lòng
8435,đóng gói ổn lắm kakaka nma tại vì là đồ hàn nên t khá yên tâm sử dụng ạ mong là sẽ hợp da tại mua cí to mấc r nma rcm mng nhe,2.0,,,1.0,,,đóng_gói ổn lắm kakaka nma tại vì là đồ hàn nên t khá yên_tâm sử_dụng ạ mong là sẽ hợp da tại mua cí to mấc r nma rcm mng nhe
5435,đã nhận được sản phẩm cảm giác hơi khô đây là cảm nhận của mình khi sử dụng làm sạch da khá tốt,2.0,,,,,,đã nhận được sản_phẩm cảm_giác hơi khô đây là cảm_nhận của mình khi sử_dụng làm sạch da khá tốt
4437,chất lượng hasaki thì khỏi phải nói giao hàng cận tết rồi mà vẫn siêu nhanh rất ứng ý,2.0,,2.0,,,,chất_lượng hasaki thì khỏi_phải_nói giao hàng cận tết rồi mà vẫn siêu nhanh rất ứng ý
10382,dùng ok lắm ạ dịu nhẹ có để lại đổ ẩm trên da nên mua nha mọi người,2.0,,,,,,dùng ok lắm ạ dịu nhẹ có để lại đổ ẩm trên da nên mua nha mọi người
8597,chả thấy có hiệu quả j,0.0,,,,,,chả thấy có hiệu_quả j
1442,chân ái đời tui xài 1l là ghiền luôn nha e da hôn hợp dầu,2.0,,,,,,chân ái đời tui xài 1l là ghiền luôn nha e da hôn hợp dầu
8453,chai khá to cầm nặng tay giá rẻ mình ch sdung lên ch biết sp như nào,,,,,2.0,,chai khá to cầm nặng_tay giá rẻ mình ch sdung lên ch biết sp như nào
4406,đóng gói cẩn thận giao hàng nhanh giá cả hợp lý dịu nhẹ và lành tính 10 điểm ạ,2.0,,2.0,2.0,2.0,,đóng_gói cẩn_thận giao hàng nhanh giá_cả hợp_lý dịu nhẹ và lành_tính 10 điểm ạ
14408,gói hàng sơ sài. đồ mĩ phẩm mà không có gói bọc chống sốc gì cả.,,,,0.0,,,gói hàng sơ_sài đồ mĩ_phẩm mà không có gói bọc chống sốc gì cả
1689,"Xài hết tupe mới lên nhận xét. Sản phẩm rất tốt, tạo bọt, rửa mặt xong thấy da trắng sáng mịn hơn hẳn, không kích ứng, không nhờn rít, ngừa mụn tốt. Trước giờ vẫn tin dùng sản phẩm của Pond's, sẽ mua dùng tiếp. Xứng đáng 5 sao.",2.0,,,,,,xài hết tupe mới lên nhận_xét sản_phẩm rất tốt tạo bọt rửa mặt xong thấy da trắng sáng mịn hơn hẳn không_kích ứng không nhờn rít ngừa mụn tốt trước giờ vẫn tin_dùng sản_phẩm của pond s sẽ mua dùng tiếp xứng_đáng 5 sao
14915,đã đặt chai to nhất là 473ml và dùng rất ưng giờ đặt chai nhỏ cho mẹ dùng thử,2.0,,,,,,đã đặt chai to nhất_là 473ml và dùng rất ưng giờ đặt chai nhỏ cho mẹ dùng thử
9917,"SRM có thơm nhẹ, dễ chịu, chỉ dùng một lượng nhỏ cũng đủ tạo ra lượng bọt nhất định làm sạch cả khuôn mặt. Sau khi rửa xong thì da không bị khô, kết hợp dùng xịt khoáng và lotion của Vichy thì gần như là tuyệt vời. Từ khi dùng đến nay mình chưa bị nổi một cái mụn nào luôn.",2.0,,,,,,srm có thơm nhẹ dễ_chịu chỉ dùng một lượng nhỏ cũng đủ tạo ra lượng bọt nhất_định làm sạch cả khuôn_mặt sau khi rửa xong thì da không bị khô kết_hợp dùng xịt khoáng và lotion của vichy thì gần như là tuyệt_vời từ khi dùng đến nay mình chưa bị nổi một cái mụn nào luôn
13599,đóng gói tạm đc may bên trg k ảnh hưởng giao hàng nhanh dùng rất thích nha,,,2.0,1.0,,,đóng_gói tạm đc may bên trg k ảnh_hưởng giao hàng nhanh dùng rất thích nha
5962,"SRM dùng rất thích. Da mặt sạch bong, mụn cám là đi hết luôn á. Sẽ mua xài thường xuyên luôn.",2.0,,,,,,srm dùng rất thích da mặt sạch_bong mụn cám là đi hết luôn á sẽ mua xài thường_xuyên luôn
2496,gel mướt giá ok giao hàng rất lâu dùng khá ok nha mọi ng có thể mua nha,2.0,,0.0,,2.0,,gel mướt giá ok giao hàng rất lâu dùng khá ok nha mọi ng có_thể mua nha
13592,dù mua trên shopee mall nhưng vẫn khá lo í vì sp không có mùi đặc trưng của nó kiểu mùi dừa í nhưng tuýt này ko giống cho lắm ko mùi gì cả hơi lo mà giá tiền sp mắc hơn giá mình mua ở shop khác nữa shop đó cx là shopee mall nha,,0.0,,,,,dù mua trên shopee mall nhưng vẫn khá lo í vì sp không có mùi đặc_trưng của nó kiểu mùi dừa í nhưng tuýt này ko giống cho lắm ko mùi gì cả hơi lo mà giá tiền sp mắc hơn giá mình mua ở shop khác nữa shop đó cx là shopee mall nha
340,"Mình mua cho em trai tuổi dậy thì mụn trứng cá chi chít mặt nhưng sau thời gian sử dụng đầu tiên thì khá hiệu quả, da mặt giảm nhờn và mụn cũng giảm 1 phần đáng kể, phù hợp với da của em mình nên mình mua lại lần 2 rồi. Hi vọng tuýp thứ 2 này không bị lờn và vẫn hiệu quả với làn da nhờn mụn của em mình.",2.0,,,,,,mình mua cho em_trai tuổi dậy_thì mụn trứng_cá chi_chít mặt nhưng sau thời_gian sử_dụng đầu_tiên thì khá hiệu_quả da mặt giảm nhờn và mụn cũng giảm 1 phần đáng_kể phù_hợp với da của em mình nên mình mua lại lần 2 rồi hi_vọng tuýp thứ 2 này không bị lờn và vẫn hiệu_quả với làn da nhờn mụn của em mình
2408,đã nhận được hàng rồi nha giao hàng đầy đủ và nhanh chóng ảnh và video mang tính nhận xu,,,2.0,,,,đã nhận được hàng rồi nha giao hàng đầy_đủ và nhanh_chóng ảnh và video mang tính nhận xu
9793,đóng gói chắc chắn 1 trong những nơi bán rẻ nhất mới xài vài ngày thấy kiềm dầu rất tốt chai rất to 300k xài kiểu này chắc 3 4 tháng mới hết,2.0,,,2.0,2.0,,đóng_gói chắc_chắn 1 trong những nơi bán rẻ nhất mới xài vài ngày thấy kiềm dầu rất tốt chai rất to 300k xài kiểu này chắc 3 4 tháng mới hết
12604,đóng gói kỹ đẹp sạch sẽ,,,,2.0,,,đóng_gói kỹ đẹp sạch_sẽ
5782,đóng gói kĩ giao hàng khá nhanh hàng chính hãng sản phẩm tốt,,,2.0,2.0,,2.0,đóng_gói kĩ giao hàng khá nhanh hàng chính hãng sản_phẩm tốt
4576,hạn sử dụng còn chỉ khoảng năm,,,,,,1.0,hạn sử_dụng còn chỉ khoảng năm
3725,chai khá nhỏ chưa sài nên ch bt như thế nào,,,,,,0.0,chai khá nhỏ chưa sài nên ch bt như_thế_nào
15035,đóng gói cẩn thận giao hàng nhanh mua shoppemall nên hi vọng là chất lượng,,,2.0,2.0,,,đóng_gói cẩn_thận giao hàng nhanh mua shoppemall nên hi_vọng là chất_lượng
2785,đã dùng sản phẩm này rất nhiều lần rồi chưa dùng sp của shop hi vọng hàng real,2.0,,,,,,đã dùng sản_phẩm này rất nhiều lần rồi chưa dùng sp của shop hi_vọng hàng real
9715,chất lượng sản phẩm tuyệt vời đóng gói rất cẩn thận shop phục vụ tốt,2.0,,,2.0,,,chất_lượng sản_phẩm tuyệt_vời đóng_gói rất cẩn_thận shop phục_vụ tốt
13683,chai trước mình mua made in france trái xài thấy ok lắm qua chai này thấy ghi made in china phải mẫu mã cũng khác nữa nên hơi lo lắng,1.0,,,,,0.0,chai trước mình mua made in france trái xài thấy ok lắm qua chai này thấy ghi made in china phải mẫu_mã cũng khác nữa nên hơi lo_lắng
14206,"bao bì bọc kĩ đẹp
kinh nghiệm sử dụng tốt
lợi ích sạch dầu
shop bọc hàng chu đáo cẩn thận
shopee mall nên yên tâm",2.0,,,2.0,,,bao_bì bọc kĩ đẹp kinh_nghiệm sử_dụng tốt lợi_ích sạch dầu shop bọc hàng chu_đáo cẩn_thận shopee mall nên yên_tâm
1012,đóng gói ok nha ship hàng nhanh nha xài loại này lâu rồi da khô mốc chỉ hợp với loại sửa rửa mặt này gói hàng đẹp nha,2.0,,2.0,2.0,,,đóng_gói ok nha ship hàng nhanh nha xài loại này lâu rồi da khô mốc chỉ hợp với loại sửa rửa mặt này gói hàng đẹp nha
5280,đã sd chai thứ 2 kiềm dầu ko bị khô da chai sd khoảng 4thg nha nên mua,2.0,,,,,,đã sd chai thứ 2 kiềm dầu ko bị khô da chai sd khoảng 4thg nha nên mua
4895,chất lượng sản phẩm tuyệt vời đóng gói tốt thời gian giao hàng nhanh,2.0,,2.0,2.0,,,chất_lượng sản_phẩm tuyệt_vời đóng_gói tốt thời_gian giao hàng nhanh
9958,"chưa dùng, nhưng thấy review sản phẩm tốt nên mua về dùng thử. đóng gói không được tốt lắm",,,,0.0,,,chưa dùng nhưng thấy review sản_phẩm tốt nên mua về dùng thử đóng_gói không được tốt lắm
7121,đặt hàng hơn nửa tháng mới nhận được sản phẩm nhỏ xíu nhưng hy vọng sẽ có tác dụng với mình,,,0.0,,,0.0,đặt_hàng hơn nửa tháng mới nhận được sản_phẩm nhỏ_xíu nhưng hy_vọng sẽ có tác_dụng với mình
6549,dung dịch loãngmùi dịu nhẹ dễ chịutạo bọt mịn vừa phảicảm giác dịu nhẹ khi rửa mặt sau khi rửa cảm thấy da mịn màng trơn tru có độ ẩmđiểm trừ mình ko thích là nắp chai,2.0,2.0,,,,,dung_dịch loãngmùi dịu nhẹ dễ chịutạo bọt mịn vừa phảicảm giác dịu nhẹ khi rửa mặt sau khi rửa cảm_thấy da mịn_màng trơn_tru có độ ẩmđiểm trừ mình ko thích là nắp chai
4037,"mình xài các sản phẩm của nhãn hiệu này được 6 tháng rồi và rất hài lòng, vẫn đang sử dụng và săn hàng khuyến mãi hàng tháng. cảm ơn Tiki",,,,,,2.0,mình xài các sản_phẩm của nhãn_hiệu này được 6 tháng rồi và rất hài_lòng vẫn đang sử_dụng và săn hàng khuyến_mãi hàng tháng cảm_ơn tiki
148,"Mình dùng gần chục lọ sửa rửa mặt này rồi. Rất thích, rửa xong da không khô mà lại rất sạch sẽ, không bị mụn thêm!",2.0,,,,,,mình dùng gần chục lọ sửa rửa mặt này rồi rất thích rửa xong da không khô mà_lại rất sạch_sẽ không bị mụn thêm
