,Content,QUALITY,SMELL,SHIPPING,PACKING,PRICE,OTHERS
4513,không hiểu tại sao giao cực kỳ chậm,,, Negative,,,
4514,giáo đúng sản phẩm giao hàng nhanh hàng chất lượng tot, Positive,, Positive,,,
4515,"Giao hàng nhanh, sản phẩm rẻ, da mụn rửa thấy thoáng, srm có hạt nên rửa rất thích, sẽ mua nữa", Positive,, Positive,, Positive, Positive
4516,"giao hàng bao nhanh,nhân viên gọi trước khi giao,giá cũng oke,5 sao",,, Positive,, Positive, Positive
4517,"- dòng này dùng rất thích
- đã dùng chai thứ 2 rồi
- ship hàng siêu nhanh nha
- shipper siêu xịn lun", Positive,, Positive,,,
4518,"rửa sạch, cảm giác khá thích và giảm mụn", Positive,,,,,
4519,"Giao hàng nhanh khủng khiếp, đặt lúc 9h30 tối CN mà sáng 8h thứ Hai có hàng rồi.",,, Positive,,,
4520,Rất tốt. Mình về mới dùng thử thấy mụn se lại. Da cũng có vẻ sạch hơn, Positive,,,,,
4521,Tiki giao hàng nhanh. Kem rửa mặt thoa lên có nhiều hạt nhỏ và cảm thấy mặt sạch sẽ hơn và ít dầu trên da hẳn., Positive,,,,, Positive
4522,sp mới. đóng gói ok shipper thân thiện nhiệt tình,,, Positive, Positive,,
4523,Hơi khó dùng 1 tí nhưng mùi thơm và rất tốt, Positive, Positive,,,, Negative
4524,giao hàng hơi chậm so với dự kiến. chất lượng mới sử dụng nên chua biết,,, Negative,,,
4525,"Chất lượng ok 
Rửa sạch bụi bẩn", Positive,,,,,
4526,giao hàng nhanh,,, Positive,,,
4527,Ngon bổ rẻ, Positive,,,, Positive,
4528,Sản phẩm tốt. Rửa xong mặt cảm giác rất mát, Positive,,,,,
4529,sản phẩm có các hạt nhỏ nên sử dụng thì nhẹ tay .  sản phẩm sử dụng rất đã, Positive,,,,, Positive
4530,Giao nhanh. Đúng sản phẩm.,,, Positive,,, Positive
4531,ok. đóg gói cẩn thận. sử dụng tốt da sạch và ko bị khô, Positive,,, Positive,,
4532,"Sản phẩm dùng rất thích, rửa mặt xong không bị khô da mà rất mịn màng", Positive,,,,,
4533,Giao nhanh. Good!,,, Positive,,,
4534,"Giao hàng nhanh đúng chất lượng, đóng gói kỹ càng", Positive,, Positive, Positive,,
4535,dùng cũng bình thường như các loại acnes khác, Neutral,,,,,
4536,Sản phẩm có mùi thơm dễ chịu dùng tốt, Positive, Positive,,,,
4537,Anh shipper sao hời hợt quá vậy ạ? em mua hàng fship thì fship nhưng đâu phải cứ fship là anh có thể bắt khách hàng đi lấy hàng thay vì ship hàng cho khách thế đc? Lại còn bảo kh đi lấy thì hủy đơn bắt đặt lại ? em mà ra shop tự mua đc thì em phải mua onl rồi chờ ship dài cổ thế này làm gì?????,,, Negative,,,
4538,"Trên bao bì ghi khối lượng tịnh là 100 g, nhưng trên thực tế cân luôn bao bì mới dc 100 g, dùng sức bóp tuýp mà vẫn chưa thấy kem ra. Thất vọng.",,,,,, Negative
4539,"Bình thường, con trai rửa và bôi nhưng thấy ko hiệu quả", Neutral,,,,,
4540,"cái này rửa mặt k sạch lắm, dùng làm mặt nạ tạm được", Neutral,,,,,
4541,"giao hàng nhanh, sản phẩm giống mô tả",,, Positive,,, Positive
4542,vỏ ngoài hơi bẩn còn chất lượng thì chưa biết,,,, Negative,,
4543,"đúng mô tả , xài tạm chấp nhận được", Neutral,,,,, Positive
4544,chưa dùng date hoi cũ giá cũng dc,,,,, Neutral, Negative
4545,Rất không hài lòng không hài lòng, Negative,,,,,
4546,Sản phẩm này hình như không phải dành cho nam, Negative,,,,,
4547,tôi sử dụng mà không hiệu quả, Negative,,,,,
4548,Chất lượng không tốt lắm., Negative,,,,,
4549,"bảo bì bẩn, dùng tích ghi 100ml nhưng còn như vậy thì được bao nhiêu ạ. tiki giải thích giúp mình với",,,, Negative,, Negative
4550,"Giao hàng nhanh, mình đặt 1 tuyp mà tiki vẫn đóng gói tốt. Về sản phẩm thì cái mùi hơi khó chịu xíu, có tinh chất cây gì đó làm mát da, dịu nhẹ. Sản phẩm có công dụng làm sạch thôi nên ko đánh giá dc gì nhiều hơn.", Positive, Negative, Positive, Positive,,
4551,"Làm sạch dịu nhẹ, mát cho làn da. Dùng xong ko bị khô hay kích ứng. Hada ko làm mình thất vọng", Positive,,,,,
4552,Dùng ok cho da nhạy cảm, Neutral,,,,,
4553,"Làm sạch sâu, không gấy kích ứng da", Positive,,,,,
4554,Mới sử dụng lần đầu nên chưa bt hiệu quả ra sao, Neutral,,,,,
4555,Sản phẩm hơi khô da sau khi rửa song còn hiệu quả thì chưa rõ, Negative,,,,,
4556,"Shop k có mục hỗ trợ hay inbox trước khi mua hàng ah? M mua hai món hàng trừ bớt khuyến mãi thì 205k , trong khoảng đc hưởng chương trình khuyến mại 199k tặng son hoặc túi, mà m k hiểu là phải bỏ hàng được khuyến mãi vào giỏ cùng đơn mua , hay là mua hàng thì shop mặc định đóng gói vào đơn hàng, tìm mãi k thấy chỗ nào để gửi tin nhắn cho shop, m chấp nhận đặt đơn hên xui , và đúng như gì m nghĩ k hề có hàng khuyến mại đóng cùng",,,,,, Negative
4557,"Sản phẩm có mùi dễ chịu , không gây kích ứng da", Positive, Positive,,,,
4558,Giao hàng nhanh,,, Positive,,,
4559,Loại này khá phù hợp với con trai mình. Sử dụng khá hiệu quả. Giao hàng nhanh. Giá khuyến mãi rất tốt. date xa. Chỉ tiết thấy mua 2 tặng quà là túi đeo mà không thấy tặng., Positive,, Positive,, Positive, Neutral
4560,Mùi hương dễ chịu da mặt mẩy và xóa mụn đầu đen, Positive, Positive,,,,
4561,tiki giao nhầm cleansing gel cho mình rồi. mìn mua chai tạo bọt mà,,, Negative,,,
4562,"SRM có bọt dịu nhẹ, da không bị khô sau khi rửa, và vẫn giữ được độ ẩm bình thường của da. Tuy nhiên, nếu để rửa ban đêm, hoặc sau ngày dài làm việc/ở ngoài đường thì mình thấy chưa đủ ""đô"". Phải kết hợp thêm 1 sản phẩm khác mới rửa đủ sâu. Nói tóm lại vẫn rất đề cử.", Positive,,,,,
4563,"Mùi không thơm,  không phải mùi nhựa như một bạn nào đó nhận xét . nói chung mùi chỉ thoảng qua thôi nhưng không thơm nên nếu dùng sản phẩm lâu dài sẽ chán. Sạch, không làm khô da quá mức, hiệu quả với mụn không đán kể.", Neutral, Neutral,,,,
4564,Sản phẩm dịu nhẹ cho da. Dùng cũng thích ạ. Sản phẩm được bọc cẩn thận đảm bảo không ai mở ra trước khi mình mở sản phẩm đó ạ, Positive,,, Negative,,
4565,"chất lượng tuyệt vời tuy nhiên giá cả còn cao quá, mua ở trang khác chai lớn nhưng giá lại ngang nhau", Positive,,,, Negative,
4566,"dùng dễ chịu, sạch da, giảm mụn, rất hài lòng với sản phẩm. Hàng được đóng gói cẩn thận", Positive,,, Positive,,
4567,"bước đầu thì đóng gói rất cẩn thận. vận chuyển rất đúng hạn
còn chất lượng phải lâu dài mới đánh giá được",,, Positive, Positive,,
4568,"giao hàng nhanh, sản phẩm dùng tốt, thấy hiệu quả rõ sau khi sử dụng", Positive,, Positive,,,
4569,"mình khá thích dùng sản phẩm này. tuy nhiên khá ít nên nhanh hết
tiki đóng gói cẩn thận",,,, Positive,, Negative
4570,Đơn hàng #383466336 từ ng 12 đến 22 vẫn chưa thấy giao hàng v,,, Negative,,,
4571,"Chai nhỏ 50ml rất thuận tiện cho bạn nào muốn dùng thử, lại phù hợp khi đi du lịch. Mình dùng thấy rất dịu nhẹ, không gây nhờn rít, rửa mặt xong sẽ thấy mặt sáng lên nhưng chỉ là cảm giác nhất thời thôi nhé. Phù hợp với tất cả mọi người, vì khá nhẹ nên chỉ có thể làm sạch chứ mình chưa thấy chức năng nào khác rõ rệt !", Neutral,,,,, Positive
4572,"gel rửa mặt của la roche-posay dịu nhẹ, chất gel màu trắng trong, đánh không bị lên nhiều bọt quá, rửa xong không bị quá căng khô rít gì cả, độ sạch cũng vừa phải, dù sao có kem chống nắng thì cứ nên double cleansing.", Neutral,,,,, Neutral
4573,Hơi thất vọng với Tiki khi giao hàng chỉ còn 2 tháng sử dụng nữa thôi!!!,,,,,, Negative
4574,"Cảm thấy ĐÂY LÀ SẢN PHẨM CHÁN NHẤT TRONG CÁC SẢN PHẨM. Giá rất hạt dẻ 50k mua đợt khuyến mãi, cũng may mua đợt KM không thì bồ tèo. Mùi như nước rửa bát. Oke, chấp nhận mùi vậy luôn vì nghĩ đặc tính sản phẩm. Tuy nhiên KHỒNG!! Dùng xong bị ngứa mặt điên đảo, lại cứ nhờn nhờn trên mặt rất kinh. TRÁNH XA RA NHÉ ANH EM!!! (Bù lại mấy sản phẩm xịt khoáng vs tẩy trang của La Roche thì lại TUYỆT!! Không hiểu sao lại phát minh ra cái SRM như này.)", Negative, Negative,,, Positive,
4575,"Bỏ qua các b dưới chê bai, mình vẫn quyết định cho e này 1 cơ hội vì danh tiếng, lời khen về hãng ngay khi tiki sale. Nhưng:
- Cái mùi sp này thật kinh dị, như mùi nhựa, cứ nghĩ là do ko có hương liệu cơ, nhưng ko phải, bữa nào ko xài toner là y rằng nó kéo đến gần 10' mới bay hết
- Da đổ dầu nhiều hơn chút so với 2 loại khác đang dùng
- Màu sp quá khó nhìn dưới ánh đèn led, trắng trong, chả biết đổ ra bao nhiêu nữa", Negative, Negative,,,, Negative
4576,"Mình thuộc loại nhạy cảm vs môi trường đây, có nhiều bạn nói bọt ít quá, nhưng các dòng dược mỹ phẩm đa số làm ít bọt mà
Mình thấy ổn, không lên mụn, rửa ra có bọt nhiều (bản thân mình thấy v). Chai nhỏ gọn, đi du lịch ngắn rất tiện luôn, lúc mình mua được giá sale nên vô cùng tiết kiệm luôn ý", Neutral,,,, Positive, Positive
4577,"k có hộp riêng, trần trụi có mỗi cái lọ. mình đã dùng sp nay 1 lần, thấy dc nên mua tiếp, nhưng hình như mua k đúng chỗ cũ, thấy sp k dc trong giống trc, gel k đặc mà lỏng hơn, mùi cũng nồng hơn nữa",, Negative,, Negative,, Negative
4578,"Mình cực thích srm này. Da mình thuộc loại da siêu dầu, mụn bọc nữa, rửa xong ráo mướt thích lắm. Tầm 3 tiếng sau mới đổ ít dầu vùng chữ T thôi. Các loại srm khác k hợp với mình bằng loại này đâu. Đã dùng qua chai thứ 2 và chắc chắn sẽ mua tiếp.", Positive,,,,,
4579,Không hiểu vì sao sản phẩm có mùi hương không được giống với chai mình đã sử dụng. vì mình đã dùng loại này quen rồi nên giờ tự nhiên thấy có mùi không giống lắm nên cũng không biết có bị sao không nữa.,, Negative,,,,
4580,"mình xài các sản phẩm của nhãn hiệu này được 6 tháng rồi và rất hài lòng, vẫn đang sử dụng và săn hàng khuyến mãi hàng tháng. cảm ơn Tiki",,,,,, Positive
4581,"Giao hành nhanh! 
Sản phẩm dùng tốt, hơi khô da nếu bạn nào da khô. Phù hợp cho da dầu mụn. 
Giá tốt, ship hàng nhanh, sẽ tiếp tục ủng hộ Tiki!", Positive,, Positive,, Positive,
4582,"Hài lòng tuyệt đối, sẽ ủng hộ dài dài, sản phẩm không gây dị ứng", Positive,,,,,
4583,"Giao hàng quá chậm, tới h vẫn chưa nhận được hàng.
Nếu ko nhanh được thì ngày hẹn nhích xa ra, bảo mai giao mà mốt vẫn chưa có là sao???",,, Negative,,,
4584,"kiềm dầu rất tốt,  dịu nhẹ k bị kích ứng,  thích hợp cho ai da dầu nhạy cảm,  còn những bạn da khô dùng thì sẽ khô lắm.", Neutral,,,,,
4585,"rửa xong da mặt không căng cứng như những loại khác, mà vẫn có tác dụng làm sạch, mình hay dùng với máy rửa mặt.", Positive,,,,,
4586,La Roche-Posay là 1 thương hiệu mỹ phẩm nổi tiếng dành cho da nhạy cảm nên mình rất yên tâm và tin tưởng.,,,,,, Positive
4587,"Hàng gói kĩ,không cấn mốp,chất lượng sản phẩm rất tốt,mong tiki có nhiều chương trình giảm giá hơn nữa", Positive,,, Positive,,
4588,Đóng gói cẩn thận và giao hàng nhanh. Chất lượng sản phẩm tốt . Hiệu quả thấy rõ sau 1 tuần dử dụng, Positive,, Positive, Positive,,
4589,"mùi hắc, dùng khô da, không cảm thấy sạch da, không đỡ được nhờn, lượng bọt ít phải lấy rất nhiều", Negative, Negative,,,,
4590,Sp này tôi nghĩ da thiên hướng dầu sẽ thích hợp hơn. Tôi không nghĩ da thiên khô sẽ phù hợp đâu ạ, Neutral,,,,,
4591,"Dùng sp ko những ko hết mụn mà mặt còn nhiều mụn hơn , thất vọng về sp", Negative,,,,,
4592,"San pham co mui thom de chiu, rua mat rat sach, nho gon de dang mang theo. Tiki giao hang nhanh, dong goi can than.", Positive, Positive, Positive, Positive,, Positive
4593,"Sản phẩm rất tốt, dịu nhẹ, k làm căng da sau khi rửa mặt, mùi thơm nhẹ nhàng", Positive, Positive,,,,
4594,"tiki giao hàng đúng hạng
sữa rửa sạch nhưng da không bị khô", Positive,, Positive,,,
4595,Đây là sữa rửa mặt mà mình ưng ý nhất từ trước tới giờ, Positive,,,,,
4596,mình dùng thấy da khô. mịnh bị mụn cám vùng cằm nhưng cũng k thấy giảm, Negative,,,,,
4597,"giao hàng nhanh ... ......... phục vụ tốt 
   cảm ơn tiki",,, Positive,,, Positive
4598,"Mình dùng thấy bình thường, có lẽ da mình k hợp dòng sản phẩm này lắm", Neutral,,,,,
4599,kích thước bé hơi cute nhưng lần đầu rửa đã trót yêu em này ahihi, Positive,,,,, Neutral
4600,"Mát lạnh, không có mùi, làm sạch không gây khô da khi rửa xong, nhưng kìm dầu không được tốt.", Neutral, Neutral,,,,
4601,"hàng chuẩn, xài ok, check code đúng hàng chính hãng, giá hợp lý, sẽ ủng hộ shop tiếp nha", Neutral,,,, Positive, Positive
4602,"Sản phẩm tạo bọt vừa phải, mùi thơm dễ chịu, rửa xong cảm giác sạch sẽ mịn màng.", Positive, Positive,,,,
4603,"Rất thích sửa rửa mặt Naruko. Mình đã xài loại chiết xuất cây phỉ rất thích , giờ mua thử loại này cũng thích luôn. Giao hàng nhanh.", Positive,,,,,
4604,"Sản phẩm tốt mùi nhẹ, sử dụng da mặt sạch và sáng. Cho 5 sao", Positive, Positive,,,,
4605,"sản phẩm đóng gói chắc chắn, dùng ok", Positive,,, Positive,,
4606,"Giao nhanh, thơm",, Positive, Positive,,,
4607,Trước tiên về phần đóng gói hơi tệ... chỉ quấn bằng tờ giấy mà bị rách nữa chứ... nhìn te tua dã man... cái nắp chai hơi bị cũ... nhưng sản phẩm cực kì chất lượng... mới rửa lần đầu da mặt mịn màng sờ êm tay lắm!!!! khuyến khích shop cho 5 sao!!!!, Positive,,, Negative,,
4608,"sản phẩm dùng tốt, đóng gói chất lượng, không gây kích ứng da, giao hàng nhanh,quan trọng là có hiệu quả, không làm da quá tải sau khi sử dụng, da không quá căng sau mỗi lần rửa mặt, nên kết hợp dùng với gel trị thâm giúp sáng da. thanks shop nhiều", Positive,, Positive, Positive,,
4609,sản phẩm tốt. đóng gói cẩn thận. hạn sủ dụng dài. giao hàng nhanh, Positive,, Positive, Positive,, Positive
4610,"Bọt rửa mặt ngon, sạch tốt, da chỉ hơi khô chút", Positive,,,,,
4611,"Giao hàng nhanh, đúng sp",,, Positive, Positive,,
4612,"Sản phẩm ok nhé
Like
Giao hàng nhanh, nhân viên thân thiện nhiệt tình
Tikinow tuyệt với", Positive,, Positive,,,
4613,"Dễ xài nhưng hơi hao. Phù hợp vs ng bận rộn, bỏ dc buoc tạo bọt",,,,,, Neutral
4614,"rất hài lòng. vận chuyển nhanh, giá hợp lý.",,, Positive,, Positive,
4615,"Sạch,thơm nhẹ,ko kích ứng", Positive, Positive,,,,
4616,"Giao hàng nhanh, chất lượng mh chưa dùng nên chưa có đánh giá. Gửi shop 5 sao trc nhé",,, Positive,,,
4617,Đóng gói đúng chất Tiki. Cảm ơn Tiki.,,,, Positive,,
4618,"giống hình, chai to lắm nhá",,,,,, Positive
4619,"giao hàng nhanh, đóng gói ổn, sản phẩm cần dùng theo thời gian để có kết quả tốt nhất!",,, Positive, Neutral,,
4620,tạo bọt tiện. rẻ hơn mua siêu thị,,,,, Positive, Positive
4621,"Sản phẩm phù hợp với những bạn nào mà có làn da nhạy cảm, mùi thơm nhẹ, có rất nhiều bọt nhưng k bị khô da.", Neutral, Positive,,,,
4622,Tiki giao rất nhanh! vừa chiều hôm qua đặt mà sáng nay đã nhận được,,, Positive,,,
4623,"Tiki có thù với vỏ niêm phong hay gì, sao lần nào mua hàng cũng không có vỏ niêm phong lại. May mà cái srm này kết cấu đặc, không đổ nhiều lắm, gặp những sản phẩm lỏng hơn thì nó đổ hết cả rồi. Chán không tả được, cứ mua hàng do tiki trading phân phối là gặp tình trạng này.",,,, Negative,,
4624,Oke. Ít bọt. Chất kem đặc. Tác dụng chống lão hóa thì không chắc chắn. Đóng gói cồng kềnh dã man lun tiki ạ., Neutral,,, Negative,,
4625,"Sản phẩm không có vấn đề gì ngoại trừ nắp không màng co, tem, hay miếng nhôm nhỏ dán chổ miệng chai.",,,, Positive,,
4626,"Giao hàng nhanh, chưa sử dụng nên k biết hiệu quả ra sao. Một thời gian nữa sẽ feedback lại ạ.",,, Positive,,,
4627,"Mua nhiều lần rồi, rất yên tâm về chất lượng. Mua trên tiki trading nên rất yên tâm, đóng gói sp kĩ càng, sẽ ủng hộ lần sau", Positive,,, Positive,,
4628,"Dòng sữa rửa mặt Hada Labo này phù hợp cho những bạn đôn tuổi 25 trở đi, vì độ này da bắt đầu lão hoá ấy, nên sử dụng những sản phẩm chứa collagen để chống lão hoá da, mình còn kết hợp sử dụng kem nữa ?rất thích ạ", Positive,,,,,
4629,"Giao nhanh, đóng gói kĩ ko bị chảy đổ. Sản phẩm có thương hiệu nên sử dụng rất an tâm. Date xa nha mọi người,", Positive,,, Positive,, Positive
4630,"dùng da rất nhẹ, bọt dễ đánh tan và mềm mịn . không mất nước như các dòng srm khác , ko khô da sau rửa. sẽ trung thành với sp", Positive,,,,,
4631,"dùng hadalabo lâu rồi nên yên tâm lắm, quà tặng siêu đáng yêu luôn, cảm ơn tiki rất nhiều luôn ạ", Positive,,,,, Positive
4632,"mua đồng bộ sản phẩn luôn, Mama rất ưng tinh chất và dung dịch dưỡng cũng như kem dưỡng nên mua sữa rửa mặt luôn thể", Positive,,,,,
4633,"Sua rua mat phu hop cho da lao hoa, theo cong nghe nhat ban nen minh yen tam lam", Positive,,,,,
4634,"Sữa rửa mặt mình thường dùng, mua trên tiki cùng với các sản phẩm mỹ phẩm khác nên đc giảm giá khá ok. Đóng gói cẩn thận, giao hàng nhanh chóng.",,, Positive, Positive, Positive,
4635,"Dùng hada labo có tác dụng tốt, nhưng hơi chậm. Nhưng về lâu dài thì không biết thế nào", Neutral,,,,,
4636,"Mình mua cái này cho mẹ. Mẹ xài xong 1 bình, cảm thấy tốt nên bảo mình mua thêm 1 tuýp nữa đây. Mua trên tiki cũng rẻ hơn ở ngoài 1 xíu nữa, cộng thêm được giao hàng tận nhà mà chú shipper lúc nào cũng vui vẻ, gần gũi hết nên thích lắm ạ. Xứng đáng 5 sao", Positive,, Positive,, Positive,
4637,"Xài biết bao nhiêu tuýp rồi, và e ấy là chân ái, làm sạch tốt ko bị khô căng, ko bị kích ứng. Rửa xong da rất ẩm mịn.", Positive,,,,,
4638,"mùi hơi khó chịu, được cái ko có cồn hay hương liệu nên chấp nhận được", Neutral, Positive,,,,
4639,"Dễ chịu, nhiều bọt", Positive,,,,,
4640,"Sản phẩm có chất lượng tốt, được giao nhanh chóng. Nhân viên giao hàng thân thiện.", Positive,, Positive,,,
4641,"sản phẩm đóng gói rất gọn , mình thích xài thương hiệu này",,,, Positive,,
4642,Hàng rất tốt đó h mới biết luôn á..phải chi biết sớm hơn sản phẩm này, Positive,,,,,
4643,"Sữa rửa mặt okie, mặt có độ ẩm ngay sau khi rửa xong.", Positive,,,,,
4644,cái này ko bị khô da...m đã dùng khoảng 5.6 lọ rồi, Positive,,,,,
4645,giao hang nhanh chua xai chua biet chat luong,,, Positive,,,
4646,"THƯƠNG HIỆU NÀY RẤT TỐT
GIÁ TỐT ,ĐÁNG MUA.HÌNH CHỈ MINH HỌA", Positive,,,, Positive,
4647,"mua cho mẹ mà mẹ khen quá trời, bảo mẹ mua chuẩn shop uy tín mà đc giá ok quá", Positive,,,,,
4648,"Check mã các thứ đều rất ok, chắc chắn hàng thật, data mới, mình mua cho mẹ thấy dùng cũng rất được luôn. Giờ viết đánh giá lười xuống nhà lấy srm chụp lắm nên thuii", Positive,,,,,
4649,Không bị khô dau sau khi dùng. Ok, Neutral,,,,,
4650,"Sản phẩm tốt, mẹ mình sd khen lắm luôn. Shop gói hàng cẩn thận.", Positive,,, Positive,,
4651,Làm sạch da mà k bị khô nhưng mùi nồng, Posotive, Negative,,,,
4652,"đặt mua hôm thứ 7, chủ nhật đã giao hàng. tiki quá xuất sắc",,, Positive,,,
4653,Giao hàng nhanh.sp ok, Neutral,, Positive,,,
4654,"Gói hàng chắc chắn. Hàng mới, HSD dài",,,, Positive,, Positive
4655,Rửa sạch nhưng chống lão hoá thì không biết, Neutral,,,,,
4656,"Giao hàng nhanh, đóng gói đẹp, chất lượng tốt!", Positive,, Positive, Positive,,
4657,Sp ok đóng gói cẩn thận, Neutral,,, Positive,,
4658,"mới xài mấy hôm nên ko biết da có săn chắc hơn chút nào không, rửa sạch là được rồi", Neutral,,,,,
4659,"sản phẩm tốt , đóng gói cẩn thận , giáo hàng thân thiện , sẽ quay lại mua nữa", Positive,, Positive, Positive,,
4660,"mới mua chưa sài nên chưa biết thế nào,nhưng đóng gói cẩn thận nha mn",,,, Positive,,
4661,"shop giao hàng nhanh,vừa đặt chiều hôm qua sánh nay đã nhận được, về chất lượng chưa sd nên sau khi sd sẽ rv ssau.",,, Positive,,,
4662,Tốt. Mình dùng đến chai thứ mấy luôn rồi, Positive,,,,,
4663,Làm sạch sâu k khô da, Positive,,,,,
4664,"Giao hàng nhanh, hàng chính hãng",,, Positive,,,
4665,Sp đúng hình quà tặng tốt,,,,,, Positive
4666,giao nhanh để xài thử mới biết,,, Positive,,,
4667,Giống ảnh sự dụng lần đầu chưa thấy gì, Neutral,,,,,
4668,đóng gói cẩn thận.giao hàng nhanh,,, Positive, Positive,,
4669,hàng giao nhanh.Đóng hàng cẩn thận.cảm ơn shopp,,, Positive, Positive,,
4670,"hơi khác so với lọ cũ mình đang dùg mua tại siêu thị mùi thanh về mùi, hơi hắc hơn xíu. nhưg chắc do khác phiên bản vì lọ cũ 2018. nchug dùng rồi k thấy dị ứng gì.", Neutral, Neutral,,, Negative,
4671,"Sạch,dịu nhẹ với da", Positive,,,,,
4672,"đây là típ thứ 2 mìk xài,  dùg buổi sáng hợp hơn buổi tối vì buổi tối mìk có tẩy trang dùg e này thấy hơi nhẹ đô. Sẽ ủg hộ đồ of Hada dài dài", Neutral,,,,,
4673,Giao hàng nhanh,,, Positive,,,
4674,Rửa mặt nhẹ nhàng, Neutral,,,,,
4675,Dùng quen rồi nên mua, Neutral,,,,,
4676,"Cực kì nhẹ dịu với da, không gây khô ráp, ưnggggggg!!!", Positive,,,,,
4677,"Giao hàng nhanh, cực kỳ hài lòng, đã sử dụng loại này nhiều nên rất yên tâm", Positive,, Positive,,,
4678,đã sử dụng 2 lọ đây là lọ 3.thấy ok, Neutral,,,,,
4679,"Mình thấy cái mùi hơi hắc hắc sao ấy. Nhưng tạm thời mới dùng 1 thời gian ngắn thì thấy ổn.
Mình cảm thấy khá tin tưởng vào hadalabo.", Neutral, Negative,,,,
4680,sản phẩm xài hơn 2 tuần. da căng bóng hẳn, Positive,,,,,
4681,giao nhanh,,, Positive,,,
4682,"Mình dùng khá thích, giao hàng đúng thời gian", Neutral,, Positive,,,
4683,Sản phẩm tốt. Mua lần thứ 3 rồi, Netral,,,,,
4684,"Mẹ mình bảo thích lắm, da mẹ dùng ko bị khô như mấy loại tụi mình xài", Positive,,,,,
4685,đồ bán kèm nên chất lượng cũng bt, Neutral,,,,,
4686,"hàng chính hãng, đã check mã vạch, giao hàng nhanh.",,, Positive,,, Positive
4687,Giao hàng nhanh hơn dự kiến.,,, Positive,,,
4688,Sữa rửa siêu thích, Positive,,,,,
4689,Sản phầm xài tạm ổn. Có thể do mình không hợp nên chưa thấy tác dụng gì nhưng ok, Neutral,,,,,
4690,"Sữa rửa mặt rất nhẹ nhàng, ko bị khô căng, cảm giác rất tốt khi sử dụng, mùi hương nhẹ nhàng.", Positive, Neutral,,,,
4691,"Giao hàng nhanh, đóng gói cẩn thận, chỉ còn chờ sử dụng để đánh giá chất lượng",,, Positive, Positive,,
4692,"Rất hài lòng về dịch vụ của Tiki, đóng gói sản phẩm chắc chắn, sản phẩm sử dụng tốt", Positive,, Positive,,, Positive
4693,"Giao hàng nhanh, chất lượng srm thì khá tốt, nhiều bọt giữ ẩm tốt nhưng khá cay mắt", Neutral,, Positive,,,
4694,"sản phẩm tốt, không khô da và không bị dị ứng, mình yêu sản phẩm này", Positive,,,,,
4695,"Sản phẩm dùng ổn, giá thành hợp lý, ko bị khô da. Rất nên dùng thử", Neutral,,,, Neutral,
4696,Đã nhận được hàng sớm so với dự kiến. Đóng gói cận thẩn. Chất lượng sản phẩm tốt, Positive,, Positive, Positive,,
4697,sản phẩm tốt chính hãng giao hàng hơi chậm. bắt viết nhận xét quá dài ????, Positive,, Negative,,,
4698,rửa xong da không bị kích. xài ok nhé., Neutral,,,,,
4699,Giao hàng rất nhanh. Trong vòng 24h là có hàng liền rồi. Đóng gói cẩn thận. Sản phẩm tốt, Positive,, Positive, Positive,,
4700,"Đóng gọi cẩn thận,giao hàng nhanh.
Hài lòng với chất lượng sản phẩm.", Neutral,, Positive, Positive,,
4701,bao bì sản phẩm hơi dơ và cũ,,,, Negative,,
4702,chai thứ hai dùng hợp làm da ko gây khô dễ sử dụng, Neutral,,,,,
4703,dùng rất thích. rửa xong da mặt láng min. sáng bóng., Positive,,,,,
4704,"kem rửa không có mùi, dùng xong da mịn  và cảm nhận được da có độ ẩm", Positive, Neutral,,,,
4705,"Sản phẩm tốt , xài mịn da .", Positive,,,,,
4706,"giao hàng nhanh,đóng gói cẩn thận,sản phẩm dùng rất ok", Positive,, Positive, Positive,,
4707,Chất lượng và giao hàng nhanh đúng yêu cầu..........., Neutral,, Positive,,,
4708,"Nhân viên giao hàng nhanh 
Shop gói hàng kỹ lưỡng 
Nhưng sản phẩm ko đầy ( khoảng 3/4 chai)
Sữa rửa mặt ổn cho da mặt  , có chất lượng tốt, chắc cũng có chống lão hoá", Neutral,, Positive, Positive,,
4709,"Giao hàng hết hạn sử dụng, mình là khách hàng quen thuộc của tiki nhưng lần này thấy thất vọng quá, cầm 1 sản phẩm đóng gói cho khách hàng mà nó cũ mèm đã ố vàng check lại đã hết hạn sd từ tháng 6/2019 mà cũng đóng gói giao Khách thì Tiki nên xem lại.",,,, Negative,, Negative
4710,"Sản phẩm của Hada Labo thì rất tốt, Tiki đưa ra gói giảm giá rất hấp dẫn, gói hàng tỉ mỉ, nhân viên giao hàng lịch sự, nhân viên chăm sóc khách hàng bằng mail và hộp thư chu đáo. Đó là những ưu điểm để được 4 sao! Tuy nhiên Tiki giao hàng quá lâu, hơn 1 tuần, phí giao hàng quá cao nếu không mua đủ hạn mức, nên mình trừ đi 1 sao, cần khắc phục!", Positive,, Negative, Positive, Positive,
4711,"Khi đóng gói giao hàng nên gói sản phẩm trong túi chống sock thay vì giấy bìa các tông, nhìn vừa bẩn vừa mất mỹ quan. Chất lượng sản phẩm dùng cũng thấy bt, chưa thực sự thấy hiệu quả.", Neutral,,, Negative,,
