,Unnamed: 0,Content,quality,smell,shipping,packing,price,others
13187,13187,Dung tam được mua sale rất đáng mua,Neutral,,,,,
13188,13188,dùng chai này là chai thứ ba rồi thấy cũng ổn với tốt giá thành rẻ nữa,Positive,,,,Positive,
13189,13189,đóng gói kỹ giao hàng nhanh mình cũng lấy sài đc 2 ngày r rất êm và sạch da sd xong da mặt rất mịn k bị khô,Positive,,Positive,Positive,,
13190,13190,đợi mãi hời ơi đỡ phải rửa sữa hết hạn tớ còn nửa chai nữa cơ mà bị hết hạn mất tiếc quá,,,,,,Negative
13191,13191,dùng laroche đã lâu nhưng chỉ dùng loại 200ml đợt này đổi sang 400ml xem thế nào,Positive,,,,,
13192,13192,gel rửa mặt trộm vía phù hợp với da mình sử dụng ok lắm ạ shop đóng gói cẩn thận lần sau ủng hộ shop tiếp,Positive,,,Positive,,
13193,13193,đóng gói cẩn thận chắc chắn giao hàng nhanh,,,Positive,Positive,,
13194,13194,đã nhận hàng giao nhanh,,,Positive,,,
13195,13195,cừa mới nhận được sản phẩm từ shop luôn ấy giao khá là nhanh nè,,,Positive,,,
13196,13196,đã mua 1 lần rồi xài ok lắm nên quay lại ủng hộ shop ạ giao hàng nhanh đóng gói cẩn thận,Positive,,Positive,Positive,,
13197,13197,"Giao nhanh, dùng xong da không căng khô, trước mình dùng srm simple xanh lá, thấy loại này hợp cho da nhạy cảm, lần này dùng thử loại này xem tn. Nhưng mà đợt này mua không có khuyến mại kèm, để canh lần sau.",,,Positive,,,Negative
13198,13198,Minh moi mua hôm qua giờ muốn đổi lại chai lớn hơn 500ml được không,,,,,,Neutral
13199,13199,dùng cũng oke rửa xong mặt không bị khô quá không rõ về hiệu quả thì thế nào nhưng mà rcm,Positive,,,,,
13200,13200,đã nhận được hàng mình đã dùng qua bình thứ hai rất tuyệt,Positive,,,,,
13201,13201,da nhan dc hang giao hàng nhanh sản phẩm xài hợp nên mua nhiều lần rồi,Positive,,Positive,,,
13202,13202,đã dùng size nhỏ và hợp vô cùng dịu nhẹ ko bị khô nên giờ mua chai lớn dùng cho tiết kiệm,Positive,,,,,
13203,13203,"Rửa nhẹ nhàng , thích hợp da thường hoặc nhạy cảm",Neutral,,,,,
13204,13204,"dùng xong da mình bị dị ứng, nổi mẫn đỏ, bong tróc, rát nữa, không biết là do đã mình hay là hàng giả nữa, thất vọng thật sự luôn á",Negative,,,,,
13205,13205,chất lượng sản phẩm rất tốt dùng rất thích mát và sạch sẽ mua lại,Positive,,,,,
13206,13206,Mình cảm giác nó k bằng chai nhỏ 150ml.,Negative,,,,,
13207,13207,dùng ko thích bằng srm huxlex cảm giác hơi khô,Negative,,,,,
13208,13208,"Sp dùng rất thích, đây là lần 2 mình mua sp này qua tiki rồi",Positive,,,,,
13209,13209,đóng gói hàng cẩn thận giao hàng khá nhanh chất lượng hàng hoá ổn định sẽ ủng hộ tiếp,Positive,,Positive,Positive,,
13210,13210,Rất ưng luôn. Giờ chuyển qua sd sữa rửa mặt ko tạo bọt luôn rồi,Positive,,,,,
13211,13211,"Mát lạnh, sạch, sảng khoái.. Giao hàng nhanh như chớp, tối order mà sáng có rồi... Thật vi diệu",Positive,,Positive,,,
13212,13212,đóng gói cẩn thận giao hàng nhanh tư vấn hỗ trợ khánh hàng chu đáo,,,Positive,Positive,,Positive
13213,13213,đóng gói sản phẩm chắc chắn lần đầu dùng mong là hợp với da,Neutral,,,Positive,,
13214,13214,Hương dầu dừa rửa xong cực thích luôn cho shop 5 sao,,Positive,,,,
13215,13215,"giao hàng nhanh thật sự, đặt tối hôm qua là trưa ngày sau đã đến tay mình, đóng gói cẩn thận và mình đã sử dụng hai sản phẩm rồi, mình sẽ tiếp tục ủng hộ shop.",Positive,,Positive,,,
13216,13216,đã mua lại lần 2 thấy sp dùng cx ổn giá lại phải chăng nên cx tin dùng ban đầu mùi là trở ngại nhưng dùng liên tục tầm 3 ngày là mình quen mùi lun r và h ngửi thấy bth riêng mình rửa mặt có hơi khô mặt 1 chút hình ảnh chỉ mang tính chất nhận xu,Neutral,Negative,,,Positive,
13217,13217,đợt trước cũng mua của shop từ tháng 5 giờ sắp hết canh sale đặt luôn shop giao siêu nhanh gói kĩ mình chưa hết nên chưa khui mà tin tưởng shop,,,Positive,Positive,,
13218,13218,chất lượng sản phẩm tuyệt vời sẽ ủng hộ thêm shop đóng gói ok,Positive,,,Positive,,
13219,13219,Sau khi rửa da mặt mềm và sáng k bi căng. Lọ sữa mới đẹp.,Neutral,,,,,Positive
13220,13220,đóng gói cẩn thận giao hàng nhanh chất lượng khỏi nói mình mua mấy lần thấy hợp ạ,Positive,,Positive,Positive,,
13221,13221,đã từng mua túi refill rồi và thấy tiện hơn nha mọi người cho vào chai cũ rồi mà ở túi còn xót lại thì cho ít nước vào thành nước rửa tay trước khi skin care được tiện,Positive,,,,,
13222,13222,Hàng chuẩn. Tiki giao nhanh. Đóng gói cẩn thận.,,,Positive,Positive,,Positive
13223,13223,"Mới duoc bạn bè giới thiệu xài thữ lần đầu quá ưng . Thế là những lần sau cứ thế mà trễn da mặt ít nhờn hẵn ra. Càng xài lại càng cảm nhận thấy thích rất nhiều
Chắc thế này thì phãi tốn tiền sắm hẵn 1 bộ mất thôi",Positive,,,,,Positive
13224,13224,"chất lượng sản phẩm thì ko còn bàn cãi rồi rất ok nha , dù dịch nhưng giao hàng cũng ko chậm",Positive,,Positive,,,
13225,13225,đóng gói sp kỹ càng giao hàng nhanh sp chưa dùng nên chưa biết ntn,,,Positive,Positive,,
13226,13226,giá cả phải chăng giao và chuẩn bị hàng siêu nhanh nhé sẽ mua tiếp,,,Positive,,Neutral,
13227,13227,đã mua nhiều lần tốt,Positive,,,,,Positive
13228,13228,đóng gói sản phẩm cẩn thận hàng chuẩn nên rất yên tâm hy vọng sp sẽ có tác dụng tốt,,,,Positive,,
13229,13229,đóng gói sản phẩm kĩ càng vs giao hành nhanh lần sau ủng hộ shop tiếp,,,Positive,Positive,,
13230,13230,mình đặt hàng đến bây giờ là nửa tháng mà vẫn chưa nhận được hàng.  không biết có trục trặc gì k vậy?,,,Negative,,,
13231,13231,đóng gói kỹ nhưng hơi bẩn giao hàng nhanh nhân viên thân thiện làm sạch tốt dịu nhẹ 1 chai 236ml dùng hơn 6 tháng,Positive,,Positive,Positive,,
13232,13232,đã nhận được hàng shop giao hàng cực nhanh mùi nhẹ mới dùng lần đầu nên ko biết hiệu quả ko nếu tốt sẽ ủng hộ tiếp,,Positive,Positive,,,
13233,13233,dùng thích quó i hông bị quá khô sau khi rửa rất mê,Positive,,,,,
13234,13234,"Sữa rửa mặt này rất tốt, giá cả phù hợp, hương thơm trà xanh nhẹ nhàng, dễ chịu và không gây kích ứng da. Khi dùng chỉ cần một lượng nhỏ là đủ tạo bọt cho cả khuôn mặt. Tuy nhiên, sữa rửa mặt này vẫn chưa kiềm dầu lắm nên chỉ cho 4 sao thôi.",Positive,Positive,,,Positive,
13235,13235,dùng đuợc 1 tuần thì đáng tiền lắm nha ít mụn hơn không bị khô da lần sau ghé mua ủng hộ shop lần 2,Positive,,,,,
13236,13236,dịu nhẹ không kích ứng có giảm mụn và làm sạch rất tốt đã sử dụng nhiều lần nên mua lại,Positive,,,,,
13237,13237,dùng loại này lâu r mình rất thích mng nên mua,Positive,,,,,
13238,13238,"sữa rửa mặt sạch nhẹ, cảm giác êm dịu và cho thêm một chút cảm giác như đã được săn chắc hơn.nhưng thực tế thì không biết được. keke. 
Nói chung là hài lòng với sản phẩm. không bị kích ứng da. mùi nhẹ nhàng.
Về đóng gói và giao hàng của Tiki thì Miễn bàn",Neutral,,,,,Positive
13239,13239,đóng gói cẩn thận giao hàng nhanh chưa dùng nên k biết đánh giá ntn,,,Positive,Positive,,
13240,13240,"đơn trên 199k nhưng không thấy quà tặng kèm
lừa đảo",,,,,,Negative
13241,13241,Không thấy đỡ mụn đầu đen,Negative,,,,,
13242,13242,đã nhận được hàng rất hài lòng về sản phẩm của shop sẽ tiếp tục ủng hộ shop,Positive,,,,,
13243,13243,"đã mua rất nhiều
yên tâm và đóng gói ok
ship hàng hơi lâu",Positive,,Negative,Positive,,
13244,13244,đóng gói hàng cẩn thận hạn sử dụng thì xa quà tặng đầy đủ ok nha,,,,Positive,,Positive
13245,13245,đã sử dụng nhiều lần rất tốt săn được hàng giá rẻ nữa sẽ ủng hộ tiếp,Positive,,,,Positive,
13246,13246,gel rửa mặt không gây khô da rửa rất sạch và mát da nói tóm lại dùng rất thích,Positive,,,,,
13247,13247,đóng gói kỹ lưỡng chất lượng sản phẩm tuyệt vời phù hợp mới da của mình,Positive,,,Positive,,
13248,13248,đóng gói cẩn thận mình ở tphcm order chưa hết 1 ngày đã nhận được rùi nha nhanh kinh khủng,,,Positive,Positive,,
13249,13249,da bị nhạy cảm xài em này k bị ngứa hay nóng da độ làm sạch khá tốt da sau khi xài k khô căng lắm giá này ngày thường k phải sale,Positive,,,,Neutral,
13250,13250,"Hơi tiếc mua 95 k
Nhiều bọt da sạch hơn, tẩy rửa nhẹ nhàng, thơm nhẹ",Positive,Positive,,,,
13251,13251,dùng không biết bn chai rồi dịu nhẹ không kích ứng phù hợp dùng hàng ngày mua đợt này đã rẻ còn được tặng 1 chai tẩy trang to đùng cảm ơn unilever,Positive,,,,Positive,
13252,13252,đóng gói hàng hơi sơ sài hàng giao nhanh chưa sử dụng lên chưa biết chất lượng nếu ok sẽ tiếp tục ủng hộ shop,,,Positive,Negative,,
13253,13253,chất lượng sản phầm tốt giao hàng tầm 5 7 ngày là nhận được lần sau sẽ ủng hộ tiếp,Positive,,Positive,,,
13254,13254,đóng gói kĩ mình cứ sợ hsd ngắn mà đến năm 2025 luôn giao hàng hơi lâu đặt ngày 7 7 đến ngày 11 7 mới nhận được hàng,,,Negative,Positive,,Positive
13255,13255,đã dùng được 1 thời gian cảm thấy sp ổn bao bì đẹp nói chung chất lượng rất tuyệt,Positive,,,,,
13256,13256,đã mua lần 2 nên cx không có gì để nói,Positive,,,,,
13257,13257,đóng gói sản phẩm chắc chắn giao hàng nhanh hàng tặng đầy đủ,,,Positive,Positive,,Positive
13258,13258,chất lượng siêu tốt giao hàng nhanh shop hỗ trợ rất nhiệt tình nên mua nha mọi người giá sale hời lắm luôn ấy ạ,Positive,,Positive,,Positive,
13259,13259,sản phẩm tốt giá rẻ tiki giao siêu nhanh nhận hàng hài lòng,,,Positive,,Positive,
13260,13260,"Đóng gói hàng cẩn thận 
Sản phẩm ít bọt , rửa xong thấy da khô , căng . Nên dùng thêm với xịt khoáng để dưỡng ẩm",Negative,,,Positive,,
13261,13261,dùng xong da mềm lắm luôn,Positive,,,,,
13262,13262,da mình khô nên xài chai dành cho da khô vẫn ok hơn này đúng là làm sạch tốt hơn nhiều nhưng mà khô,Positive,,,,,
13263,13263,Mình dùng chai t3 rồi và sản phẩm nào của Cetaphil cũng phù hợp với da nhạy cảm như mình. Nên tẩy trang trước khi rửa mặt để sạch nhất!,Positive,,,,,
13264,13264,chất lương sp toẹt vời đóng gói sp rất đẹp và chắc chắn shop ok,Positive,,,Positive,,
13265,13265,"Mình mới sử dụng sửa rửa mặt sạch mụn đầu đen này hôm qua, mùi cũng dễ chịu chứ không như mấy bạn khác nhận xét. Da mặt cũng sạch hơn, hy vọng sử dụng lâu có kết quả tốt. Mua trên tiki giá tốt hơn mua trên mấy shop xách tay nữa, hy vọng sẽ có thêm nhiều sản phẩm giá tốt vầy đến tay khách hàng tụi mình thanks tiki nhiều!",Neutral,Positive,,,Positive,
13266,13266,đã sử dụng sản phẩm nhiều lần thích hợp cho da mụn,Positive,,,,,
13267,13267,"đã dùng dòng sản phẩm này rất thích phù hợp với da dễ bị kích ứng như mình 
sản phẩm được giao giống như đã đặt trên hệ thống đóng gói rất cẩn thận",Positive,,,Positive,,
13268,13268,cảm giác khá sạch mặt tạo bọt tốt mịn hợp cho bạn nào da thường dầu hh thiên dầu da khô thì ko hợp,Positive,,,,,
13269,13269,"Hàng cùa Innisfree thì uy tín khỏi phải bàn rồi ạ, dịu nhẹ, lành tính, dùng được cả cho da nhạy cảm",Positive,,,,,
13270,13270,gel rửa mặt đúng loại mớinước tẩy trang thì bị dồng lắc nên đã văng nước ra ngoài shop lưu ý gói hàng bọc chống xốc kỹ càng hơn,,,,Negative,,
13271,13271,"giao hàng nhanh , đóng gói cẩn thận, có ghi hàng dễ vỡ",,,Positive,Positive,,
13272,13272,"Nếu biết hàng này tốt thì đã mua nhiều hơn, mua được tặng miếng dán mụn, mà quên chụp. Trộm vía hợp da nên sau vài ngày xài thì mụn trứng cá trên da mình khô lại đáng kể. Cứ tặng miếng dán mụn là ưng",Positive,,,,,Positive
13273,13273,tiki giao hàng thì khỏi chê rồi. còn srm này thì ms dùng lần đầu nên chưa biết có hiệu quả ko.,,,Positive,,,
13274,13274,đã nhận hàng chưa sử dụng nhưng thấy bao bì thấy có sự thay đổi,,,,,,Negative
13275,13275,"Tuyệt vời nên mua nha mn, kiềm dầu khá là ok luôn ạ",Positive,,,,,
13276,13276,"bao bì chắc chắn
làm đẹp tốt
mẹo rửa 2 lần/ngày
hàng chất lượng sử dụng rất yên tâm",Positive,,,,,Positive
13277,13277,"Hàng đóng gói đẹp, chưa dùng nhưng mình thấy ưng lắm",,,,Positive,,
13278,13278,"chất lượng sản phẩm tuyệt vời
đóng gói sản phẩm đẹp và chắc chắn
rất đáng tiền",Positive,,,Positive,Positive,
13279,13279,sản phẩm rất tốt tiki giao nhanh  đóng gói cẩn thận sẽ tiếp tục ủng hộ tiki,Positive,,Positive,Positive,,
13280,13280,đóng gói thấy khá bền nhe srm này của nhà careve mình sài 1 chai r khá là oke mua lại lần này bự vãi chắc phải nửa năm mới hết làm sạch cũng kiểu nhẹ nhẹ rửa xong mặt có chút ẩm,Positive,,,Positive,,
13281,13281,đã nhận được hàng shop giao hàng rất nhanh sữa rữa mặt siêu dịu nhẹ,Positive,,Positive,,,
13282,13282,giao hàng lâu kinh khủng .,,,,,,
13283,13283,dùng không biết bao nhiu chai rùi mình da thường nên dùng loại màu xanh lá này ok lắm ạ,Positive,,,,,
13284,13284,đóng gói cẩn thận simple này thì sài mấy năm rùi mua của unilever thì từ đó giờ không phải sợ sài hết sẽ mua tiếp,,,,Positive,,
13285,13285,"Hàng chuẩn, giá tốt, hình thức đẹp, nhận được hàng nhanh.hy vọng chứ không phải thất vọng.",Positive,,Positive,Positive,,
13286,13286,đã dùng đến lọ t2 rồi nên k còn j bàn cãi giao hàng nhanh nữa 10đ,Positive,,Positive,,,
13287,13287,"đã nhận được hàng giao hàng nhanh
đóng gói cẩn thận
có quà khuyến mại đã mua nhiều lần rồi
dùng thích chất lượng tốt",Positive,,Positive,Positive,,
13288,13288,Mẫu mã đẹp chưa dùng thử nhưng giao hàng hơi chậm,,,,,,Positive
13289,13289,đóng gói kĩ có bọc chống xốc kcn có mùi thơm dạng sữa thấm nhanh vào da khô ráo kiềm dầu tốt srm rửa siêu sạch mùi hơi hăng tí nhưng vẫn chịu được sẽ quay lại ủng hộ 33,Positive,Positive,,Positive,,
13290,13290,sản phẩm đóng gói cẩn thận. giao hàng nhanh. chất lượng tốt,Positive,,Positive,Positive,,
13291,13291,đóng gói rất kĩ hàng mới sx 5/2020 mình biết là mắc hơn chỗ khác nhưng mà vì xài lần đầu nên mình chọn official store cho an tâm trải nhiệm sp cho chính xác,,,,Positive,,
13292,13292,gắn bó với srm này phải 10 năm rồi cảm ơn đã xuất hiện để cứu làn da mụn tùm lum của tôi ai da mụn nh dầu thì nên dùng em này nhé 100 điểm,Positive,,,,,
13293,13293,chất lượng shop giao hàng nhanh hàng auth nha mng mng mua ủng hộ shop,Positive,,Positive,,,
13294,13294,chai srm siêu to sau khi dùng một thời gian thì những nốt mụn đỏ của mình đã mờ dần mua được với giá siêu tiết kiệm lần tới sẽ ủng hộ tiếp,Positive,,,,Positive,Positive
13295,13295,đóng gói kĩ tháo băng keo ra còn dính đầy ở chai k hiểu s của m bị bọt nhiều,,,,Positive,,
13296,13296,đã mua và sử dụng rất nhiều lần sản phẩm rất tốt cho làn da nhạy cảm,Positive,,,,,
13297,13297,"Rửa xong da khá ổn, giảm mụn , không khô rát da",Neutral,,,,,
13298,13298,dùng đến lọ thứ ba rồicảm thấy rất hài lòng ưng ýlàm sạch tốt ph thấpship từ hàn quốc mất 6 ngày là nhận được hàng,Positive,,Positive,,,
13299,13299,đóng gói có chống sốc giao hàng nhanh săn sale nên được giá cũng ổn mình xài hãng này 4 chai rồi rất tốt,Positive,,Positive,Positive,Positive,
13300,13300,"đã mua lần 2 sản phẩm dùng hợp với da mình
chất lượng phù hợp túi tiền",Positive,,,,,
13301,13301,"da mk bị dầu nhiều nên nổi mụn
dùng nhiều loại rồi ko thấy đỡ mk mới chuyển sang dùng srm này dk vài hôm nhưng thấy da vẫn có dầu nhưng rất ít da thoáng hơn mụn liti cũng đỡ hơn rồi
mong sd sp 1 tháng sẽ hết hẳn mụn và kiềm dầu",Positive,,,,,
13302,13302,được đóng gói cẩn thận không bị vỡ hàng chất lượng giá thành hợp lý nên mua sử dụng cho da nhạy cảm đã mua sử dụng nhiều lần chật lượng rất oke,Positive,,,Positive,Positive,
13303,13303,"Giao hàng nhanh. Sữa dễ chịu với da mình, không bị kích ứng da.",,,Positive,,,Positive
13304,13304,đóng gói hàng rất kĩ mua bên hasaki là yên tâm auth giá cũng rất oke,,,,Positive,Positive,
13305,13305,đóng gói khá cẩn thận nguyên seal dùng tốt cho da mụn kể cả nam ít bọt,Positive,,,Positive,,
13306,13306,dùng srm của hãng nhiều rồi mua quài sử dụng vẫn rất thích tặng bông tẩy trang nữa đúng loại mình thích luôn,Positive,,,,,Positive
13307,13307,chất lượng sản phẩm tốt giao hàng nhanh đóng gói cẩn thận sẽ tiếp tục ủng hộ shop nha,Positive,,Positive,Positive,,
13308,13308,"cái hộp đựng hàng hơi bị móp méo với rách 1 chút nma hàng bên trong kh bị ảnh hưởng gì nhiều ạ
sp dùng tốt lắm ạ
rcm mn mua nha",Positive,,,,,
13309,13309,em này sài khá ok nha mn mình đã sài hết 1 chai nhỏ với 1 chai to như vậy rùi á rửa xong ko bị khô da đâu êm lắm í rất rcm bn nào da khô mua chai này đung ạ,Positive,,,,,
13310,13310,chất lượng sản phẩn ổn hopej giá tiền hàng như hình đúng mô tả đóng gói sản phẩm rất an toàn hàng nhận đến tay k bị méo hình ảng mang tc nhận xu,Positive,,,Positive,,
13311,13311,"Sửa rửa mặt chính hãng, dùng tốt ạ, mình dùng mấy năm rồi vẫn chưa muốn đổi loại mới. :D",Positive,,,,,Positive
13312,13312,chắc là sẽ dùng dài lâu xịn lắm nha mọi người nên mua,Positive,,,,,
13313,13313,Giao hành nhanh. Đóng gói cẩn thận. Hàng đúng chuẩn.,,,Positive,Positive,,Positive
13314,13314,em đã nhận được hàng shipper rất thân thiện giao hàng nhanh tặng shop năm sao sẽ tiếp tục ủng hộ shop thêm nữa,,,Positive,,,
13315,13315,dùng hai lọ rui dùng thích lắm nhen kiềm dầu tốt dùng thích lắm ne,Positive,,,,,
13316,13316,đóng gói kỹ giao hàng nhanh chưa xài nên ko biết hợp không,,,Positive,Positive,,
13317,13317,dùng tới chai t2 rồi thấy rất ổn mình da khô xài xong ko bị khô căng nghe theo hà linh review nên thấy khá ok shop giao hàng nhanh đóng gói tốt,Positive,,Positive,Positive,,
13318,13318,Da mình thích hợp với loại sửa rửa mặt nên dùng khá thích,Positive,,,,,
13319,13319,đã mua nhiều lần sản phẩm hợp với con trai mình nên sử dụng lâu dài luôn,Positive,,,,,
13320,13320,đóng gói hình thức đẹp khỏi bàn đi nhưng nó hay bị sùi bọt ra nắp hay ở trong lọ,,,,Positive,,
13321,13321,"Một năm gần đây mình chỉ dùng dòng này, rất dịu nhẹ, thấy da ko bị khô và cũng đỡ mụn. Tiki giao hàng nhanh, rất hài lòng.",Positive,,,,,
13322,13322,dùng sp này đã lâu shop giao hàng nhanh đóng gói hơi sơ sài may không dập vỡ,Positive,,Positive,Negative,,
13323,13323,da mình khô nhưng sài thấy okela sửa rửa mặt có mấy hạt chia làm sạch da sâu hơn giao hàng nhanh,Positive,,Positive,,,
13324,13324,đóng gói kĩ giao hàng nhanh sài không bị khô da mua mấy lần rồi mà mua chai nhỏ tiện sài tiện đem đi,Positive,,Positive,Positive,,Positive
13325,13325,"Mua cho em trai, mụn nhiều ơi là nhiều.hy vọng sản phẩm giúp được thằng em mình.không thì nhìn khó chịu lắm ý, nó khiến em ý thiếu tự tin khi ra ngoài. Ủng hộ tiki giảm giá nhiều sản phẩm hữu ích như thế này.chúc tiki bán chạy nha",Positive,,,,,
13326,13326,Sản phẩm nhẹ dịu rửa xong ko khô mặt,Positive,,,,,
13327,13327,dùng chai thứ 2 rồi ạ làm sạch nhẹ nhàng ko gây khô da giao hàng nhanh,Positive,,Positive,,,
13328,13328,chủ yếu mua về rửa mặt thôi nên cũng kh có vấn đề gì,Neutral,,,,,
13329,13329,chất lượng sản phẩm tuyệt vời giao hàng nhanh ạ đóng gói sản phẩm rất tốt sản phẩm dịu nhẹ rất đáng tiền để mua,Positive,,Positive,Positive,,
13330,13330,thời gian giao hàng rất nhanh chất lượng sản phẩm tốt sẽ ủng hộ lần sau,Positive,,Positive,,,
13331,13331,đóng gói chắc chắn giao đủ sản phẩm giao nhanh,,,Positive,Positive,,Positive
13332,13332,data xa giao nhanh mua dc deal hời n k lăn tăm về giá hi vọng dòng này hợp với da mình,,,Positive,,Positive,
13333,13333,"bình thường thôi chứ không gọi cao cấp như tên được, tương tự như Cetphil",Neutral,,,,,
13334,13334,chất lượng sản phẩm tốt mua đồ ở shop rất nhiều lần rồi rất ưng,Positive,,,,,
13335,13335,chất lượng sản phẩm tuyệt vời giao hàng nhanh và đóng hàng chắc chắn,Positive,,Positive,Positive,,
13336,13336,"Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm đẹp, chắc chắn. Shop phục vụ tốt. Rất đáng tiền. Thời gian giao hàng rất nhanh.",Positive,,Positive,Positive,Positive,
13337,13337,"mình da dầu, mụn ít nhưng sau khi mua về sài hơn 1 tuần thì trên trán và khắp vùng mặt mụn lên rất  nhiều. sau đó ngưng sử dụng sản phẩm thì mặt đỡ mụn như lúc chưa sài sp",Negative,,,,,
13338,13338,dành cho da mk da hỗn hợp thiên dầu dùg thấy okela,Neutral,,,,,
13339,13339,đã mua nhiều lần khá lành tính khi sử dụng sử dụng hợp da dầu,Positive,,,,,
13340,13340,"giao hàng chậm . dịch vụ kém . về chất lượng thì dùng rất ok . dùng rất thích . rửa song thấy mặt sạch sẽ , giảm giàu trên mặt",Positive,,Negative,,,Negative
13341,13341,dùng ok lắm luôn mình dùng đều hơn 1 tuần mấy mụn đỏ nhỏ hết cả rồi,Positive,,,,,
13342,13342,đống gói hàng chắc chắn sạch đẹp giao hàng nhanh shipper dễ thương thân thiện chưa sử dụng sp chưa biết thế nào hi vọng sử dụng hợp với mình sẽ ủng hộ shop nhiều lần hơn nữa,,,Positive,Positive,,
13343,13343,đóng gói ổn có bill nữa xịn nha mua sản phẩm ở shop nhiều lần rồi nên yên tâm,Positive,,,Neutral,,
13344,13344,dùng đến chai thứ 2 rồi rất hợp chai to dùng lâu hết dã man nhưng thích cực,Positive,,,,,
13345,13345,dùng em này dịu nhẹ quá là hợp sáng dậy hay tối về rửa e này mặt đỡ bóng dầu hơn nên kết hợp dùng toner cấp ẩm sau khi rửa mặt da sẽ thấy rất dễ chịu ạ shop đóng gói siêu cẩn thận mua thử sz mini nhỏ gọn cầm đi cũng dễ rất ưng ạ,Positive,,,Positive,,
13346,13346,chân ái dành cho mấy bạn da khô nha rửa mặt xong cảm giác có độ ẩm nhất định ko bị khô,Positive,,,,,
13347,13347,"chất lượng tốt, gh nhanh, đóng gói cẩn thận",Positive,,Positive,Positive,,
13348,13348,đã nhận hàng đầy đủ chai to 400ml chắc xài cả năm lun giao hàng nhanh được tặng hộp bông tẩy trang oki lắm,,,Positive,,,Positive
13349,13349,Cực kỳ hài lòng. Giao hàng nhanh,,,Positive,,,Positive
13350,13350,"ship nhanh, shipper dễ thương,đóng gói cẩn thận,lần đầu mua hàng của tiki mà ưng quá,chắc bỏ shopee theo tiki quá ??",,,Positive,Positive,,
13351,13351,chai này là chai t3 của mình rồi rất hợp với da mình kiềm dầu tốt cảm giác sau khi rửa cũng rất ẩm mượt chứ ko khô nếu các bạn sd lần đầu thì sẽ cảm thấy nhớt nhớt nhưng kp đâu nha nên thử nếu bạn là da dầu mụn,Positive,,,,,
13352,13352,bao bì mới chất gel dùng thích bọt mịn rửa xong thì có độ ẩm ok nha,Positive,,,,,
13353,13353,"Tiki giao hàng nhanh lắm, vừa đặt hôm trước hôm sau đã có rồi. Srm này dùng rất tốt, thích hợp da dầu mụn nhé.",Positive,,Positive,,,
13354,13354,"Giao hàng nhanh , rẻ đóng gói cực đẹp",,,Positive,Positive,Positive,
13355,13355,Ok đùng ổn hàng tiki nên an tâm,Neutral,,,,,
13356,13356,da đầu nên mua em này sài nhà cac bác giá rẻ hàng chính hãng giao hàng nhanh,Positive,,Positive,,Positive,
13357,13357,K có vấn đề..gửi hàng nhanh,,,Positive,,,Neutral
13358,13358,Sữa rửa mặt hada labo dùng rất tốt cho da nhạy cảm.,Positive,,,,,
13359,13359,chai to oạch chắc dùng nửa năm hoặc hơn ms hết á mong là rửa hợp da,Positive,,,,,Positive
13360,13360,đóng gói sản phẩm chắc chắn giao hàng nhanh hasaki nên yên tâm,,,Positive,Positive,,
13361,13361,đã dùng đến chai thứ 3 ok lx l kg gg ự ldwk xk kxb pi ưgid mbo shx,Positive,,,,,
13362,13362,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,Positive,,Positive,,,
13363,13363,đóng gói kĩ giao nhanh hàng chính hãng nhé dạng gel có hơi đặc chút k bọt,,,Positive,Positive,,Neutral
13364,13364,"Chất lượng tốt, sẽ tiếp tục ủng hộ",Positive,,,,,
13365,13365,đã nhạn được hàng rồi nè huhu mưa quá khổ thân ship để test sp xem thế nào,,,Positive,,,
13366,13366,đã dùng hết 1 tuýp thấy dịu nhẹ không bị khô da thấy rất hài lòng và mua thêm ship hàng siêu nhanh,Positive,,Positive,,,
13367,13367,dịu nhẹ cho da tốt sạch phù hợp cho da,Positive,,,,,
13368,13368,dùng khá ổn có nhiều hạt nhỏ để massage da,Neutral,,,,,
13369,13369,công dụng giúp giảm mụn trong tương lai,Positive,,,,,
13370,13370,chất lượng của la riche posay là khỏi bàn cãi rồi dùng sạch mà ko bị khô không tạo bọt nhiều nên ai đang dùng sữa rửa mặt mà chuyển qua dùng cái này nên lưu ý,Positive,,,,,
13371,13371,đóng gói sản phẩm chắc chắn sửa rửa mặt tạm ổn có thể dùng cho da dầu shop phục vụ rất tốt,Neutral,,,Positive,,
13372,13372,"Hàng mới, date 09/2023. Dùng ok cho da dầu. Loại màu xanh ở cuối bảng thành phần có paraben. Mình nghĩ các nhà bán hàng bán mỹ phẩm, thực phẩm chức năng... nên ghi rõ bảng thành ở mục mô tả sản phẩm thì tiện hơn ạ.",Neutral,,,,,Neutral
13373,13373,Giao hàng nhanh và đóng gói cẩn thận. ? thấy bảo t4 mới giao mà thật ra t2 đã có người gọi giao.,,,Positive,Positive,,
13374,13374,"chất lượng sản phẩm tuyệt vời 
giao hàng nhanh
đóng gói sản phẩm chắc chắn",Positive,,Positive,Positive,,
13375,13375,"Tiki giao hàng rất đúng hẹn, sản phẩm nhìn ưng, mình chưa dùng nên chưa kiểm chứng được chất lượng, riêng kem lotion Dove thì mình dùng rồi rất ưng mùi thơm ko bết dính, mình sẽ tiếp tục ủng hộ tiki.",Neutral,Positive,Positive,,,Positive
